account_id,tenant_id,industry,visits,spend,account_age_days,usage_frequency,support_tickets,renewal_days,last_activity_at,converted,opportunity_value,closed_at
acct_01278,tenant_020,retail,9,2257.29,178,42.0,2,85,2026-01-02,0,0.0,
acct_01279,tenant_021,finance,14,12726.3,289,47.1,0,267,2025-12-18,1,27395.26,2026-01-19
acct_01280,tenant_022,finance,11,43192.91,1172,67.4,1,134,2025-12-27,1,69066.92,2026-02-18
acct_01281,tenant_023,finance,7,4934.36,145,39.3,3,276,2025-12-12,0,0.0,
acct_01282,tenant_024,saas,10,6627.42,540,65.1,2,197,2025-12-29,1,5539.29,2026-03-11
acct_01283,tenant_025,saas,11,15606.81,287,64.8,1,279,2025-12-27,1,70225.95,2026-01-25
acct_01284,tenant_026,healthcare,9,19312.01,626,64.1,0,57,2026-01-05,1,18880.33,2026-01-11
acct_01285,tenant_027,saas,5,2682.16,91,49.1,0,204,2026-01-01,1,2041.1,2026-03-31
acct_01286,tenant_028,saas,12,14053.79,562,60.7,0,286,2025-12-31,1,36993.18,2026-01-30
acct_01287,tenant_029,healthcare,10,31282.33,322,83.2,2,312,2025-12-07,0,0.0,
acct_01288,tenant_030,saas,0,1899.59,192,0.0,2,41,2025-12-12,0,0.0,
acct_01289,tenant_031,saas,3,3143.09,276,25.5,0,271,2025-12-13,1,4637.04,2026-03-07
acct_01290,tenant_032,healthcare,12,8488.38,199,75.4,0,197,2025-12-27,0,0.0,
acct_01291,tenant_033,saas,6,3188.05,114,37.6,1,82,2025-12-23,0,0.0,
acct_01292,tenant_034,healthcare,0,4909.55,355,30.7,2,219,2025-12-13,1,4472.7,2026-01-19
acct_01293,tenant_035,finance,3,2697.97,55,15.3,3,272,2025-12-26,0,0.0,
acct_01294,tenant_036,healthcare,7,4143.0,448,49.6,0,97,2025-12-10,0,0.0,
acct_01295,tenant_000,manufacturing,10,9477.04,280,68.8,1,285,2025-12-14,0,0.0,
acct_01296,tenant_001,manufacturing,9,12328.83,117,63.4,1,49,2025-12-14,1,20192.01,2026-02-16
acct_01297,tenant_002,manufacturing,15,18581.11,754,68.8,1,184,2026-01-05,0,0.0,
acct_01298,tenant_003,finance,12,8887.84,814,30.7,0,284,2025-12-31,0,0.0,
acct_01299,tenant_004,healthcare,7,3232.72,396,15.9,1,61,2026-01-04,0,0.0,
acct_01300,tenant_005,healthcare,5,3693.56,694,42.5,0,295,2025-12-17,1,3650.7,2026-02-07
acct_01301,tenant_006,retail,3,649.01,92,16.6,2,352,2025-12-10,0,0.0,
acct_01302,tenant_007,manufacturing,3,11654.11,835,56.6,0,311,2026-01-02,0,0.0,
acct_01303,tenant_008,retail,1,1352.82,249,1.5,3,333,2026-01-02,0,0.0,
acct_01304,tenant_009,retail,8,33514.07,518,64.4,0,169,2025-12-31,1,71890.96,2026-01-17
acct_01305,tenant_010,finance,8,3730.01,237,13.1,5,141,2025-12-07,0,0.0,
acct_01306,tenant_011,finance,2,6884.34,494,19.7,3,142,2026-01-03,0,0.0,
acct_01307,tenant_012,retail,9,8174.94,643,40.1,1,297,2025-12-24,0,0.0,
acct_01308,tenant_013,finance,5,6005.92,275,12.9,1,296,2025-12-15,0,0.0,
acct_01309,tenant_014,manufacturing,5,1893.78,280,47.8,0,329,2026-01-03,0,0.0,
acct_01310,tenant_015,healthcare,6,6700.55,389,54.8,0,84,2025-12-17,1,11724.09,2026-02-27
acct_01311,tenant_016,healthcare,9,10301.24,307,70.1,0,315,2025-12-26,0,0.0,
acct_01312,tenant_017,saas,10,20328.21,691,58.1,0,96,2026-01-01,1,57470.3,2026-02-24
acct_01313,tenant_018,manufacturing,17,10672.51,255,87.8,0,333,2025-12-17,1,11222.25,2026-03-01
acct_01314,tenant_019,retail,8,6842.49,506,64.2,0,308,2025-12-16,1,4714.14,2026-02-08
acct_01315,tenant_020,finance,9,6406.23,423,42.1,4,255,2025-12-08,0,0.0,
acct_01316,tenant_021,saas,8,2728.85,90,27.3,3,54,2025-12-16,0,0.0,
acct_01317,tenant_022,retail,8,6062.38,72,54.0,0,250,2025-12-21,1,6341.73,2026-03-17
acct_01318,tenant_023,saas,4,9125.75,797,44.5,2,86,2025-12-29,1,8860.93,2026-02-03
acct_01319,tenant_024,manufacturing,13,1979.62,115,46.8,1,210,2025-12-25,0,0.0,
acct_01320,tenant_025,saas,8,21066.18,414,63.4,1,314,2025-12-16,1,18423.46,2026-01-24
acct_01321,tenant_026,manufacturing,17,6307.56,557,74.8,1,253,2025-12-29,1,8180.33,2026-03-20
acct_01322,tenant_027,retail,4,926.41,104,31.9,0,323,2025-12-10,0,0.0,
acct_01323,tenant_028,saas,8,6572.27,476,55.0,0,216,2025-12-29,0,0.0,
acct_01324,tenant_029,manufacturing,15,12433.94,384,57.8,2,169,2025-12-11,0,0.0,
acct_01325,tenant_030,finance,25,59315.01,190,95.4,1,42,2025-12-18,1,134250.03,2026-02-14
acct_01326,tenant_031,retail,6,6423.58,229,36.6,2,63,2026-01-05,0,0.0,
acct_01327,tenant_032,manufacturing,4,10310.74,313,50.5,0,196,2025-12-20,0,0.0,
acct_01328,tenant_033,finance,7,4519.82,187,28.3,1,343,2025-12-18,0,0.0,
acct_01329,tenant_034,manufacturing,6,7181.17,1170,43.9,1,32,2025-12-13,0,0.0,
acct_01330,tenant_035,saas,11,17907.83,96,56.0,1,203,2026-01-04,0,0.0,
acct_01331,tenant_036,manufacturing,5,18414.68,1086,51.6,1,129,2025-12-14,0,0.0,
acct_01332,tenant_000,manufacturing,6,2598.27,410,11.5,2,62,2025-12-07,0,0.0,
acct_01333,tenant_001,finance,2,5555.78,607,0.0,1,217,2025-12-18,0,0.0,
acct_01334,tenant_002,healthcare,9,10560.4,245,37.6,1,238,2025-12-12,0,0.0,
acct_01335,tenant_003,manufacturing,11,7546.75,738,59.7,0,292,2025-12-27,1,10675.6,2026-01-16
acct_01336,tenant_004,saas,5,2970.6,60,25.7,1,18,2025-12-16,0,0.0,
acct_01337,tenant_005,manufacturing,3,1646.97,550,15.5,1,136,2025-12-25,0,0.0,
acct_01338,tenant_006,manufacturing,4,6280.91,94,47.9,3,276,2025-12-22,0,0.0,
acct_01339,tenant_007,retail,3,2099.57,1115,21.1,1,236,2025-12-09,0,0.0,
acct_01340,tenant_008,saas,12,12441.19,163,76.8,1,56,2026-01-05,1,15209.15,2026-03-07
acct_01341,tenant_009,retail,5,3905.81,581,36.4,3,131,2026-01-02,0,0.0,
acct_01342,tenant_010,saas,5,4655.23,456,40.7,2,135,2025-12-30,0,0.0,
acct_01343,tenant_011,healthcare,1,2245.84,381,7.8,3,305,2026-01-02,0,0.0,
acct_01344,tenant_012,healthcare,2,2272.34,486,9.6,4,55,2025-12-13,0,0.0,
acct_01345,tenant_013,retail,16,16827.47,841,67.6,1,98,2025-12-11,1,21372.11,2026-03-30
acct_01346,tenant_014,manufacturing,15,14536.4,227,58.9,1,244,2025-12-10,0,0.0,
acct_01347,tenant_015,saas,3,9570.44,635,8.3,3,211,2025-12-20,0,0.0,
acct_01348,tenant_016,saas,5,2749.52,192,14.3,3,51,2025-12-29,0,0.0,
acct_01349,tenant_017,healthcare,5,7614.24,1118,43.9,2,170,2025-12-25,0,0.0,
acct_01350,tenant_018,saas,4,3065.69,173,39.5,0,317,2025-12-16,0,0.0,
acct_01351,tenant_019,saas,16,32930.42,263,87.8,1,284,2025-12-19,1,16008.78,2026-02-03
acct_01352,tenant_020,saas,5,15818.69,446,51.9,3,284,2025-12-10,0,0.0,
acct_01353,tenant_021,saas,5,24849.78,313,70.5,1,224,2025-12-20,1,39127.57,2026-02-03
acct_01354,tenant_022,saas,9,2010.03,121,56.7,0,360,2026-01-01,0,0.0,
acct_01355,tenant_023,saas,9,3654.8,323,49.6,0,311,2025-12-21,0,0.0,
acct_01356,tenant_024,manufacturing,5,2719.92,371,23.6,2,234,2025-12-27,0,0.0,
acct_01357,tenant_025,manufacturing,9,8135.66,297,66.9,0,142,2025-12-07,0,0.0,
acct_01358,tenant_026,healthcare,17,6210.66,278,60.6,1,34,2025-12-13,0,0.0,
acct_01359,tenant_027,saas,6,2469.43,315,26.9,1,15,2025-12-28,0,0.0,
acct_01360,tenant_028,finance,11,24951.02,315,63.9,2,364,2025-12-18,0,0.0,
acct_01361,tenant_029,healthcare,3,1774.79,177,13.9,1,294,2025-12-18,0,0.0,
acct_01362,tenant_030,saas,13,15295.2,170,66.2,1,41,2025-12-29,1,5576.8,2026-02-15
acct_01363,tenant_031,retail,7,3724.89,674,56.4,2,117,2026-01-01,0,0.0,
acct_01364,tenant_032,manufacturing,8,14078.17,245,81.0,0,134,2026-01-02,1,25563.7,2026-01-20
acct_01365,tenant_033,manufacturing,3,2651.5,328,35.7,2,44,2025-12-27,0,0.0,
acct_01366,tenant_034,saas,11,5775.01,197,38.6,0,296,2025-12-21,0,0.0,
acct_01367,tenant_035,healthcare,13,57408.78,312,77.3,0,209,2025-12-28,1,103771.05,2026-03-21
acct_01368,tenant_036,saas,5,11149.26,438,29.7,2,121,2025-12-28,0,0.0,
acct_01369,tenant_000,saas,16,30666.39,1263,85.0,0,259,2025-12-10,1,27746.38,2026-02-09
acct_01370,tenant_001,retail,28,19454.54,320,100.0,0,146,2025-12-25,1,32747.16,2026-04-01
acct_01371,tenant_002,finance,6,9862.7,451,31.7,5,223,2025-12-27,1,16562.75,2026-03-15
acct_01372,tenant_003,manufacturing,5,3013.08,123,55.8,1,76,2025-12-31,0,0.0,
acct_01373,tenant_004,retail,6,3465.43,234,58.7,1,206,2025-12-27,0,0.0,
acct_01374,tenant_005,saas,6,3241.23,453,42.7,1,25,2025-12-13,1,3877.59,2026-01-12
acct_01375,tenant_006,saas,8,5602.53,413,30.5,1,168,2025-12-31,1,8515.61,2026-03-17
acct_01376,tenant_007,manufacturing,5,2748.84,248,27.4,0,86,2026-01-01,0,0.0,
acct_01377,tenant_008,retail,12,12479.33,738,79.4,0,205,2025-12-31,1,16797.81,2026-02-16
acct_01378,tenant_009,finance,5,13617.92,1033,55.6,0,20,2026-01-04,1,15097.07,2026-01-11
acct_01379,tenant_010,saas,1,3328.92,305,15.4,1,142,2025-12-30,0,0.0,
acct_01380,tenant_011,retail,12,9918.61,310,47.0,0,231,2026-01-03,0,0.0,
acct_01381,tenant_012,healthcare,6,9742.43,489,40.4,2,27,2025-12-15,0,0.0,
acct_01382,tenant_013,saas,23,53741.37,608,100.0,0,265,2025-12-30,1,55799.53,2026-02-07
acct_01383,tenant_014,saas,8,3863.4,400,50.8,1,245,2026-01-03,1,4920.28,2026-03-12
acct_01384,tenant_015,finance,6,5044.49,243,43.8,3,339,2025-12-23,1,4854.68,2026-01-17
acct_01385,tenant_016,manufacturing,15,10005.51,151,60.2,1,146,2025-12-12,0,0.0,
acct_01386,tenant_017,retail,7,4343.47,327,56.6,0,248,2025-12-24,0,0.0,
acct_01387,tenant_018,manufacturing,13,23238.52,241,81.0,0,308,2025-12-17,1,22187.97,2026-03-27
acct_01388,tenant_019,healthcare,7,4818.96,353,30.8,2,185,2025-12-13,0,0.0,
acct_01389,tenant_020,finance,7,19281.37,126,83.5,2,350,2025-12-24,1,15113.13,2026-02-25
acct_01390,tenant_021,retail,14,20720.17,985,54.9,0,158,2025-12-07,1,30953.06,2026-01-17
acct_01391,tenant_022,finance,8,1685.39,32,57.0,0,308,2025-12-08,0,0.0,
acct_01392,tenant_023,healthcare,7,9107.95,694,5.8,6,147,2025-12-14,0,0.0,
acct_01393,tenant_024,retail,9,5039.02,217,71.3,3,312,2025-12-14,0,0.0,
acct_01394,tenant_025,saas,9,3021.87,111,33.8,1,196,2025-12-27,0,0.0,
acct_01395,tenant_026,saas,9,12213.34,377,62.3,2,283,2025-12-09,0,0.0,
acct_01396,tenant_027,retail,6,11679.28,489,63.8,3,331,2025-12-21,0,0.0,
acct_01397,tenant_028,retail,8,3717.07,117,39.1,1,356,2025-12-14,0,0.0,
acct_01398,tenant_029,retail,4,1047.45,627,0.0,7,57,2025-12-14,0,0.0,
acct_01399,tenant_030,saas,4,3543.07,934,26.5,1,288,2025-12-31,0,0.0,
acct_01400,tenant_031,finance,10,5890.69,242,61.7,1,136,2025-12-19,0,0.0,
acct_01401,tenant_032,saas,6,21983.44,486,39.6,1,90,2025-12-15,0,0.0,
acct_01402,tenant_033,manufacturing,6,5506.98,349,24.8,0,147,2025-12-31,0,0.0,
acct_01403,tenant_034,healthcare,8,25357.82,266,60.5,1,337,2026-01-04,0,0.0,
acct_01404,tenant_035,manufacturing,3,1293.92,193,30.2,2,320,2025-12-24,0,0.0,
acct_01405,tenant_036,saas,19,17780.48,788,76.1,1,253,2025-12-22,1,27894.38,2026-01-25
acct_01406,tenant_000,retail,4,3980.28,236,40.3,0,6,2025-12-15,1,6497.3,2026-02-04
acct_01407,tenant_001,retail,12,2318.06,156,61.7,2,242,2026-01-04,0,0.0,
acct_01408,tenant_002,manufacturing,5,2102.27,156,19.4,2,109,2025-12-10,0,0.0,
acct_01409,tenant_003,finance,1,2898.76,151,26.5,3,365,2025-12-16,0,0.0,
acct_01410,tenant_004,finance,2,3464.81,508,0.0,2,113,2025-12-14,0,0.0,
acct_01411,tenant_005,saas,10,10313.55,120,46.8,2,34,2025-12-23,0,0.0,
acct_01412,tenant_006,saas,17,9696.08,103,100.0,0,65,2025-12-15,1,5443.56,2026-02-12
acct_01413,tenant_007,finance,12,15875.97,935,54.9,1,110,2025-12-12,0,0.0,
acct_01414,tenant_008,retail,8,1829.94,197,40.3,0,162,2025-12-24,0,0.0,
acct_01415,tenant_009,healthcare,11,7138.18,201,39.0,1,349,2026-01-05,0,0.0,
acct_01416,tenant_010,saas,2,8900.73,1147,38.5,3,291,2026-01-05,0,0.0,
acct_01417,tenant_011,saas,9,7222.95,231,45.0,3,222,2025-12-16,0,0.0,
acct_01418,tenant_012,finance,10,40528.81,716,65.4,1,348,2025-12-30,0,0.0,
acct_01419,tenant_013,finance,7,3835.61,203,44.3,1,141,2025-12-19,0,0.0,
acct_01420,tenant_014,saas,9,12747.35,1255,59.4,0,338,2025-12-21,0,0.0,
acct_01421,tenant_015,healthcare,16,18590.53,291,91.9,0,312,2025-12-12,1,12770.25,2026-03-11
acct_01422,tenant_016,saas,13,32310.23,1020,85.6,0,217,2025-12-10,1,50332.85,2026-02-09
acct_01423,tenant_017,saas,10,12974.92,581,56.4,2,329,2026-01-03,0,0.0,
acct_01424,tenant_018,saas,7,14705.09,633,54.8,1,165,2026-01-03,1,17107.17,2026-03-12
acct_01425,tenant_019,retail,13,5579.16,242,60.1,0,94,2025-12-22,1,4398.48,2026-01-11
acct_01426,tenant_020,retail,10,1892.05,153,47.1,2,323,2025-12-09,0,0.0,
acct_01427,tenant_021,retail,3,3933.5,372,44.3,1,270,2025-12-24,0,0.0,
acct_01428,tenant_022,saas,13,2563.68,169,64.5,0,65,2025-12-26,1,6471.81,2026-01-11
acct_01429,tenant_023,healthcare,8,15466.38,461,63.1,1,195,2026-01-02,0,0.0,
acct_01430,tenant_024,healthcare,1,3358.65,144,13.4,4,318,2025-12-09,0,0.0,
acct_01431,tenant_025,finance,6,32165.07,1024,48.1,0,212,2025-12-28,1,30959.63,2026-01-20
acct_01432,tenant_026,finance,5,11189.97,521,73.5,0,127,2025-12-19,0,0.0,
acct_01433,tenant_027,healthcare,5,5193.36,118,46.9,3,214,2025-12-23,0,0.0,
acct_01434,tenant_028,saas,26,39636.28,516,88.3,0,260,2025-12-29,1,48552.29,2026-02-26
acct_01435,tenant_029,manufacturing,10,7638.41,113,61.4,0,311,2025-12-22,0,0.0,
acct_01436,tenant_030,manufacturing,3,10008.11,426,37.2,4,241,2026-01-02,0,0.0,
acct_01437,tenant_031,manufacturing,7,12342.77,1402,55.3,0,118,2025-12-25,0,0.0,
acct_01438,tenant_032,manufacturing,7,3762.46,134,49.7,2,191,2026-01-04,0,0.0,
acct_01439,tenant_033,manufacturing,9,5457.25,259,24.8,4,67,2025-12-20,0,0.0,
acct_01440,tenant_034,healthcare,6,3824.41,433,16.4,2,45,2025-12-12,0,0.0,
acct_01441,tenant_035,manufacturing,17,5728.84,178,81.2,0,19,2025-12-15,1,5356.43,2026-03-03
acct_01442,tenant_036,healthcare,2,3936.34,605,13.6,0,207,2025-12-09,0,0.0,
acct_01443,tenant_000,saas,4,3459.82,229,25.2,3,198,2025-12-15,0,0.0,
acct_01444,tenant_001,saas,5,6118.98,66,51.0,2,274,2025-12-31,0,0.0,
acct_01445,tenant_002,retail,7,2036.28,361,23.5,0,284,2026-01-05,0,0.0,
acct_01446,tenant_003,saas,8,18769.1,977,55.5,2,12,2025-12-21,1,54785.15,2026-01-09
acct_01447,tenant_004,finance,6,17961.12,71,36.4,3,3,2025-12-22,0,0.0,
acct_01448,tenant_005,finance,5,10189.03,256,29.2,2,169,2025-12-10,0,0.0,
acct_01449,tenant_006,healthcare,25,24065.1,169,76.3,0,128,2025-12-30,1,41198.16,2026-03-26
acct_01450,tenant_007,healthcare,4,2840.23,46,30.0,1,147,2025-12-11,0,0.0,
acct_01451,tenant_008,manufacturing,8,14438.04,257,63.4,1,274,2025-12-15,0,0.0,
acct_01452,tenant_009,healthcare,9,5898.91,188,67.2,0,323,2025-12-12,0,0.0,
acct_01453,tenant_010,saas,12,22329.88,403,62.5,2,242,2026-01-04,1,13970.07,2026-02-03
acct_01454,tenant_011,saas,7,23151.64,258,55.9,2,297,2025-12-11,1,29669.66,2026-01-12
acct_01455,tenant_012,saas,8,14307.82,719,38.5,1,35,2025-12-27,1,20005.41,2026-02-16
acct_01456,tenant_013,saas,8,9585.91,172,42.1,2,15,2025-12-12,0,0.0,
acct_01457,tenant_014,manufacturing,9,7021.75,384,33.1,1,104,2026-01-01,0,0.0,
acct_01458,tenant_015,manufacturing,5,2457.7,266,44.0,1,138,2025-12-18,0,0.0,
acct_01459,tenant_016,saas,1,3325.78,300,30.8,1,15,2025-12-30,0,0.0,
acct_01460,tenant_017,healthcare,3,3020.06,660,16.8,2,190,2026-01-04,0,0.0,
acct_01461,tenant_018,retail,5,3214.12,287,25.8,2,287,2025-12-20,0,0.0,
acct_01462,tenant_019,healthcare,5,4019.55,336,61.9,0,168,2025-12-28,1,4958.44,2026-01-24
acct_01463,tenant_020,saas,18,18562.98,467,86.2,1,234,2025-12-08,1,13060.8,2026-02-24
acct_01464,tenant_021,retail,14,15165.89,699,97.0,1,8,2026-01-03,0,0.0,
acct_01465,tenant_022,manufacturing,7,3078.01,104,28.5,0,173,2025-12-09,0,0.0,
acct_01466,tenant_023,healthcare,5,7743.58,394,33.5,3,138,2025-12-22,0,0.0,
acct_01467,tenant_024,saas,9,17219.47,443,51.7,1,58,2025-12-19,1,17359.63,2026-03-16
acct_01468,tenant_025,healthcare,8,8725.26,333,52.9,1,63,2025-12-29,0,0.0,
acct_01469,tenant_026,manufacturing,4,5868.36,92,52.5,2,305,2025-12-07,0,0.0,
acct_01470,tenant_027,finance,6,4526.32,229,55.0,1,171,2026-01-01,0,0.0,
acct_01471,tenant_028,finance,6,7900.37,236,24.6,4,247,2025-12-08,0,0.0,
acct_01472,tenant_029,retail,13,19659.6,342,86.6,0,150,2025-12-25,1,22476.28,2026-01-26
acct_01473,tenant_030,finance,7,4567.44,167,24.6,2,231,2025-12-22,0,0.0,
acct_01474,tenant_031,saas,6,5015.25,279,27.2,0,129,2025-12-14,0,0.0,
acct_01475,tenant_032,saas,9,22394.76,765,54.9,3,233,2026-01-02,0,0.0,
acct_01476,tenant_033,saas,21,19388.62,386,79.7,1,104,2026-01-02,1,35401.4,2026-02-03
acct_01477,tenant_034,finance,6,10838.62,246,59.5,1,255,2025-12-18,0,0.0,
acct_01478,tenant_035,finance,4,18925.95,585,50.4,0,65,2025-12-13,1,24965.07,2026-03-15
acct_01479,tenant_036,manufacturing,16,3906.41,270,62.2,0,143,2026-01-01,1,5964.37,2026-01-11
acct_01480,tenant_000,saas,14,5360.49,394,67.2,0,45,2025-12-19,1,4002.7,2026-03-25
acct_01481,tenant_001,manufacturing,8,7048.07,800,54.8,0,1,2025-12-31,0,0.0,
acct_01482,tenant_002,retail,10,3302.93,396,48.6,0,18,2026-01-01,0,0.0,
acct_01483,tenant_003,finance,15,6721.3,294,46.1,1,100,2025-12-27,1,8243.34,2026-03-11
acct_01484,tenant_004,manufacturing,3,2154.43,311,42.9,1,8,2025-12-18,0,0.0,
acct_01485,tenant_005,saas,5,1718.43,52,16.1,1,236,2025-12-19,0,0.0,
acct_01486,tenant_006,retail,5,3803.96,831,51.9,3,174,2025-12-13,0,0.0,
acct_01487,tenant_007,healthcare,7,4119.41,637,41.0,1,263,2025-12-18,0,0.0,
acct_01488,tenant_008,manufacturing,13,3117.39,332,52.1,1,257,2025-12-23,0,0.0,
acct_01489,tenant_009,saas,13,16526.79,691,51.6,1,5,2025-12-18,1,15198.11,2026-03-24
acct_01490,tenant_010,retail,8,6670.14,318,58.9,0,221,2025-12-28,0,0.0,
acct_01491,tenant_011,saas,16,23679.98,290,94.9,1,119,2026-01-01,1,71804.03,2026-02-05
acct_01492,tenant_012,finance,11,10567.8,165,39.5,0,317,2025-12-10,0,0.0,
acct_01493,tenant_013,saas,15,10740.34,257,73.1,0,302,2026-01-01,1,14820.01,2026-02-27
acct_01494,tenant_014,saas,7,1769.83,264,32.0,3,252,2025-12-08,0,0.0,
acct_01495,tenant_015,finance,4,4605.33,369,2.4,1,21,2025-12-11,0,0.0,
acct_01496,tenant_016,manufacturing,6,14371.46,351,73.0,1,362,2025-12-14,1,11533.27,2026-02-11
acct_01497,tenant_017,finance,5,7451.62,256,40.4,0,10,2025-12-22,0,0.0,
acct_01498,tenant_018,manufacturing,9,11346.62,776,42.7,0,227,2025-12-28,1,5880.66,2026-01-24
acct_01499,tenant_019,saas,16,34708.05,507,87.5,0,56,2025-12-14,1,16762.98,2026-02-12
acct_01500,tenant_020,healthcare,17,14539.35,144,77.3,0,292,2026-01-04,1,39026.9,2026-03-22
acct_01501,tenant_021,saas,9,10415.53,642,44.2,1,340,2025-12-23,0,0.0,
acct_01502,tenant_022,healthcare,9,22602.45,604,50.8,0,192,2026-01-02,1,23378.66,2026-02-17
acct_01503,tenant_023,healthcare,8,6164.46,385,36.9,0,200,2025-12-26,1,9916.52,2026-01-19
acct_01504,tenant_024,saas,7,16181.35,503,23.6,3,152,2025-12-16,0,0.0,
acct_01505,tenant_025,finance,4,4738.25,99,33.4,1,327,2026-01-05,0,0.0,
acct_01506,tenant_026,healthcare,8,29424.58,608,59.2,1,364,2025-12-10,1,12339.64,2026-02-13
acct_01507,tenant_027,saas,11,4266.14,275,71.9,0,79,2025-12-11,1,11258.82,2026-02-02
acct_01508,tenant_028,manufacturing,2,1959.98,183,4.5,1,132,2026-01-05,0,0.0,
acct_01509,tenant_029,finance,9,9188.79,280,44.8,1,320,2025-12-29,0,0.0,
acct_01510,tenant_030,manufacturing,0,857.27,1138,0.0,4,80,2025-12-08,0,0.0,
acct_01511,tenant_031,saas,5,5458.71,248,55.9,1,43,2026-01-01,1,5970.44,2026-03-25
acct_01512,tenant_032,manufacturing,15,4454.84,49,74.0,0,274,2025-12-25,1,3144.23,2026-01-11
acct_01513,tenant_033,saas,22,22546.54,465,94.4,1,111,2025-12-26,1,36130.69,2026-02-28
acct_01514,tenant_034,retail,20,42973.22,508,80.8,1,235,2025-12-17,1,33785.35,2026-02-23
acct_01515,tenant_035,manufacturing,8,1744.64,269,9.7,4,272,2025-12-15,0,0.0,
acct_01516,tenant_036,retail,2,660.35,170,20.5,2,43,2025-12-13,0,0.0,
acct_01517,tenant_000,saas,2,2125.72,67,30.0,2,52,2026-01-02,0,0.0,
acct_01518,tenant_001,finance,9,8253.39,204,56.1,1,318,2025-12-08,0,0.0,
acct_01519,tenant_002,finance,11,5652.95,356,57.5,0,119,2025-12-17,0,0.0,
acct_01520,tenant_003,saas,10,23588.67,206,54.6,1,210,2025-12-15,0,0.0,
acct_01521,tenant_004,manufacturing,7,5870.88,116,57.4,1,229,2025-12-25,0,0.0,
acct_01522,tenant_005,saas,14,17794.73,173,83.2,0,199,2025-12-11,0,0.0,
acct_01523,tenant_006,saas,10,8465.9,62,70.5,0,273,2025-12-30,1,7150.32,2026-04-04
acct_01524,tenant_007,manufacturing,10,6703.91,909,41.7,0,293,2025-12-08,0,0.0,
acct_01525,tenant_008,healthcare,14,15304.1,344,58.8,0,148,2025-12-25,0,0.0,
acct_01526,tenant_009,healthcare,4,6899.65,644,38.0,1,122,2025-12-25,0,0.0,
acct_01527,tenant_010,finance,4,16079.74,985,32.0,1,241,2025-12-19,0,0.0,
acct_01528,tenant_011,retail,10,37285.28,493,75.0,0,5,2025-12-22,1,69998.14,2026-01-17
acct_01529,tenant_012,finance,10,10597.08,514,94.8,0,359,2026-01-05,1,7103.89,2026-01-19
acct_01530,tenant_013,retail,14,12554.59,335,64.3,0,117,2025-12-26,0,0.0,
acct_01531,tenant_014,saas,2,1984.9,139,12.6,0,240,2025-12-15,0,0.0,
acct_01532,tenant_015,healthcare,1,2122.78,215,7.3,2,165,2025-12-26,0,0.0,
acct_01533,tenant_016,healthcare,4,3571.88,217,29.3,1,290,2025-12-10,0,0.0,
acct_01534,tenant_017,healthcare,9,7603.64,257,62.7,0,95,2026-01-05,1,5755.93,2026-01-29
acct_01535,tenant_018,manufacturing,7,8699.85,253,63.0,0,355,2025-12-21,0,0.0,
acct_01536,tenant_019,saas,10,26114.58,247,72.3,2,313,2026-01-01,0,0.0,
acct_01537,tenant_020,saas,8,15467.64,355,49.8,0,91,2025-12-30,1,19682.4,2026-01-06
acct_01538,tenant_021,manufacturing,5,6010.93,325,55.3,0,359,2025-12-29,1,6753.58,2026-01-26
acct_01539,tenant_022,saas,3,10438.1,104,65.5,1,128,2025-12-25,0,0.0,
acct_01540,tenant_023,saas,12,37914.63,756,55.1,1,61,2025-12-22,1,34922.54,2026-01-23
acct_01541,tenant_024,manufacturing,1,4900.45,595,39.5,0,208,2026-01-04,0,0.0,
acct_01542,tenant_025,retail,4,1510.02,877,13.2,0,26,2025-12-25,0,0.0,
acct_01543,tenant_026,manufacturing,7,6009.03,248,55.9,1,17,2025-12-17,1,5013.36,2026-03-19
acct_01544,tenant_027,manufacturing,1,1161.81,89,27.1,2,177,2025-12-12,0,0.0,
acct_01545,tenant_028,retail,9,3481.12,375,60.5,2,68,2025-12-23,0,0.0,
acct_01546,tenant_029,retail,2,260.91,141,0.0,3,350,2025-12-16,0,0.0,
acct_01547,tenant_030,manufacturing,15,16666.69,397,73.7,0,13,2025-12-28,1,25081.12,2026-03-12
acct_01548,tenant_031,manufacturing,9,16766.79,1233,55.6,0,292,2025-12-08,1,19564.4,2026-01-25
acct_01549,tenant_032,saas,8,4348.95,149,70.5,1,320,2025-12-19,0,0.0,
acct_01550,tenant_033,saas,11,3168.28,218,53.8,1,85,2026-01-05,0,0.0,
acct_01551,tenant_034,healthcare,4,1791.92,31,47.6,4,181,2025-12-26,0,0.0,
acct_01552,tenant_035,retail,20,6250.46,300,91.3,0,152,2025-12-21,1,3192.37,2026-03-05
acct_01553,tenant_036,saas,5,1580.88,67,21.8,0,237,2025-12-09,0,0.0,
acct_01554,tenant_000,finance,9,19891.0,854,79.6,1,89,2025-12-22,1,29583.75,2026-01-21
acct_01555,tenant_001,saas,10,2806.25,372,54.3,1,131,2025-12-11,1,6200.07,2026-03-23
acct_01556,tenant_002,saas,3,9820.95,445,39.2,0,138,2025-12-26,1,10897.55,2026-02-16
acct_01557,tenant_003,retail,18,8273.01,73,100.0,0,160,2026-01-02,0,0.0,
acct_01558,tenant_004,retail,2,3882.41,827,10.3,3,81,2025-12-23,0,0.0,
acct_01559,tenant_005,manufacturing,3,5676.84,242,42.3,1,233,2025-12-19,0,0.0,
